Physical,Analytical,Fitness,Interview,Education,Result
90,52,24,60,90,0
0,17,37,68,21,0
3,37,17,79,69,0
59,3,44,57,25,0
15,62,46,20,21,0
27,95,34,34,21,0
18,41,15,41,39,0
25,19,27,35,52,0
31,5,91,53,35,0
89,53,90,52,45,1
59,100,13,9,78,0
18,48,9,56,86,0
79,82,47,74,48,1
58,5,72,48,21,0
97,63,33,58,82,0
17,3,36,27,75,0
26,94,70,8,43,0
1,5,8,29,82,0
12,1,31,0,92,0
38,3,82,28,14,0
89,38,94,23,27,0
25,57,17,52,63,0
43,53,25,82,37,0
9,59,69,35,53,0
26,91,64,83,62,0
2,56,83,50,94,0
58,91,76,66,34,0
53,97,26,22,10,0
67,41,16,11,58,0
77,89,68,92,79,1
80,5,26,2,20,0
17,69,27,52,70,0
47,92,1,90,55,0
97,43,32,50,32,0
13,79,40,29,65,0
15,92,58,6,95,0
46,51,62,18,69,0
73,89,70,29,49,0
67,30,89,19,48,0
17,83,77,82,52,0
57,56,89,16,74,0
23,10,66,72,26,0
22,81,51,62,68,0
85,81,46,45,12,0
28,2,97,43,83,0
84,69,91,18,57,0
63,25,4,23,100,0
67,13,8,85,71,0
7,6,27,86,16,0
73,69,98,11,72,0
15,4,33,11,32,0
29,97,73,88,58,0
36,68,81,0,27,0
61,99,19,91,12,0
57,67,10,84,15,0
45,27,14,46,3,0
71,59,42,60,84,1
23,88,20,43,73,0
73,35,62,95,8,0
10,63,34,72,72,0
68,88,35,88,65,0
48,95,6,0,12,0
59,20,81,52,29,0
74,14,18,82,1,0
73,83,47,89,45,1
35,3,16,97,38,0
41,9,94,24,44,0
14,45,23,19,98,0
28,17,98,12,98,0
26,30,19,44,96,0
79,53,24,16,15,0
1,27,86,43,58,0
4,4,84,24,80,0
19,7,73,74,74,0
73,2,49,36,60,0
13,90,80,44,66,0
91,89,75,42,73,1
12,5,17,77,71,0
0,32,44,11,76,0
29,21,37,55,50,0
78,99,29,65,0,0
17,52,55,14,80,0
19,66,51,70,87,0
4,86,98,0,16,0
49,41,17,97,56,0
56,28,0,91,35,0
37,86,11,68,47,0
14,62,72,55,40,0
68,75,30,61,9,0
95,11,100,0,8,0
22,21,80,79,60,0
17,99,56,48,78,0
27,3,8,60,48,0
37,12,34,97,65,0
86,64,96,5,63,0
21,50,25,64,50,0
73,11,25,76,78,0
52,35,63,89,43,0
36,2,93,13,82,0
16,57,74,13,22,0
26,68,80,18,82,0
48,48,58,45,94,1
72,3,88,42,28,0
33,94,8,92,46,0
80,3,82,15,2,0
87,28,37,95,81,0
13,7,19,56,55,0
82,88,75,23,52,0
75,19,24,39,84,0
29,4,46,28,57,0
58,46,94,13,59,0
56,1,69,24,8,0
43,82,37,49,56,1
8,42,94,83,51,0
29,63,57,44,74,0
66,69,56,76,39,1
57,7,10,19,0,0
19,24,92,84,69,0
31,59,87,82,59,0
24,30,17,89,63,0
33,77,65,85,28,0
6,56,47,51,76,0
20,53,17,43,66,0
99,55,12,86,11,0
56,87,81,15,65,0
49,23,50,31,68,0
81,14,11,74,13,0
62,87,78,70,18,0
19,86,68,56,66,0
80,82,3,69,14,0
62,67,27,42,74,0
75,52,27,95,3,0
31,6,95,44,87,0
68,76,50,35,17,0
47,100,54,10,86,0
88,49,23,72,10,0
5,89,85,50,95,0
17,17,21,6,62,0
1,46,89,28,12,0
50,43,46,46,90,1
5,0,53,31,33,0
19,43,40,10,28,0
89,69,63,26,19,0
77,63,81,39,87,1
1,12,23,9,60,0
6,90,72,45,56,0
75,40,98,27,71,0
17,96,58,34,52,0
69,93,77,70,20,0
2,15,59,14,43,0
5,70,57,95,50,0
1,3,67,88,42,0
90,13,82,57,12,0
64,76,94,2,100,0
11,1,94,92,52,0
18,0,64,87,78,0
59,100,69,13,62,0
68,43,10,66,45,0
42,12,33,61,32,0
18,58,52,11,45,0
38,65,79,1,74,0
11,39,28,53,87,0
38,20,83,4,82,0
47,97,71,61,85,1
47,38,76,56,94,1
2,43,92,90,60,0
37,35,62,50,25,0
44,66,35,88,44,0
35,78,19,5,94,0
77,38,62,22,61,0
52,49,59,5,60,0
15,75,83,18,79,0
2,20,24,28,44,0
66,1,29,83,67,0
28,97,0,25,23,0
23,11,57,80,48,0
92,59,47,48,52,1
46,27,87,61,53,0
53,99,94,41,26,0
79,79,22,51,39,0
41,26,75,31,62,0
84,12,61,36,35,0
11,95,64,6,45,0
78,70,2,61,56,0
69,81,41,28,65,0
51,80,70,61,91,1
91,71,25,26,45,0
81,48,52,93,2,0
57,28,81,68,82,0
65,0,21,78,25,0
78,67,29,42,84,0
53,8,12,96,19,0
76,54,66,19,93,0
7,57,55,11,34,0
88,90,1,60,33,0
28,22,15,63,38,0
48,67,92,76,12,0
58,4,33,69,63,0
82,16,64,48,81,0
90,26,90,50,38,0
72,50,20,29,12,0
35,69,5,96,41,0
62,58,36,17,79,0
34,59,13,84,35,0
18,51,39,75,77,0
12,13,74,10,78,0
87,72,55,72,99,1
5,41,35,45,62,0
42,74,42,68,52,1
67,78,5,100,39,0
26,23,31,18,88,0
59,32,16,94,46,0
87,70,93,100,50,1
84,20,85,100,62,0
90,61,38,77,80,1
22,78,58,12,20,0
22,58,45,83,94,0
61,30,31,90,3,0
57,16,51,60,18,0
12,100,46,97,87,0
13,78,90,25,75,0
80,92,27,11,80,0
61,85,85,55,95,1
49,48,98,57,63,1
14,66,44,8,37,0
74,12,28,22,57,0
35,31,12,65,58,0
65,1,43,42,29,0
70,50,66,58,14,0
100,90,4,1,8,0
98,92,26,22,32,0
34,93,37,27,55,0
14,87,0,17,0,0
97,14,5,7,69,0
47,17,28,23,7,0
27,69,7,68,22,0
39,91,81,62,56,1
91,55,35,22,84,0
87,65,26,12,62,0
33,87,60,89,2,0
29,84,70,35,85,0
30,87,3,35,22,0
48,18,72,57,82,0
39,35,30,23,42,0
37,6,2,61,38,0
70,71,9,78,69,0
25,3,90,36,28,0
82,15,5,53,60,0
5,51,20,46,65,0
66,78,13,61,3,0
14,26,63,57,28,0
45,58,35,97,52,0
85,51,87,94,59,1
72,83,48,76,70,1
100,27,86,12,5,0
43,13,59,10,67,0
70,38,79,23,33,0
36,95,8,93,56,0
1,100,30,77,50,0
79,60,73,46,3,0
50,7,46,4,54,0
3,64,56,88,93,0
69,14,62,57,43,0
79,21,64,94,63,0
50,66,13,68,29,0
41,37,2,85,30,0
91,20,33,95,81,0
59,23,1,71,71,0
71,59,63,44,18,0
51,28,76,0,98,0
49,54,100,53,43,1
38,0,75,49,7,0
6,100,67,0,23,0
47,100,16,44,55,0
17,79,14,42,90,0
42,9,0,13,98,0
37,93,5,75,69,0
62,73,65,11,18,0
61,82,50,82,7,0
1,72,35,89,19,0
50,13,22,42,16,0
79,53,6,23,91,0
61,2,0,63,26,0
21,12,40,59,33,0
5,97,74,100,52,0
8,44,33,2,19,0
16,72,29,71,56,0
60,17,8,9,14,0
96,46,83,58,0,0
21,81,30,56,33,0
91,49,0,51,26,0
77,31,72,32,34,0
95,11,75,100,73,0
54,36,44,33,25,0
61,15,17,30,5,0
51,31,63,54,66,0
29,7,51,15,62,0
65,96,8,53,73,0
67,73,86,34,79,0
91,90,94,89,10,0
81,10,79,95,31,0
78,47,0,50,4,0
49,36,85,46,24,0
34,58,16,13,84,0
70,57,67,80,97,1
39,37,72,39,4,0
14,19,14,54,94,0
11,3,47,7,76,0
17,10,69,55,5,0
24,30,85,98,20,0
99,97,95,70,10,0
10,32,98,77,72,0
68,48,46,1,58,0
75,89,47,85,1,0
33,18,86,35,56,0
24,77,96,76,45,0
79,0,58,11,80,0
83,0,2,22,31,0
37,33,97,71,41,0
56,87,38,56,63,1
74,43,59,67,88,1
5,87,8,25,80,0
13,52,64,76,41,0
50,80,46,28,44,0
76,37,71,96,92,1
61,82,3,3,50,0
20,92,87,6,93,0
67,90,57,84,32,0
40,78,72,59,0,0
47,0,19,28,50,0
62,1,14,83,94,0
54,32,30,72,35,0
63,37,68,17,28,0
31,62,67,26,42,0
17,56,74,13,1,0
55,29,92,90,4,0
15,28,65,78,11,0
62,88,74,83,26,0
25,22,67,74,95,0
9,94,69,41,46,0
34,87,77,36,87,0
86,62,50,71,11,0
69,90,47,37,60,1
16,98,93,97,45,0
78,49,38,62,5,0
100,88,63,38,63,1
37,74,40,22,4,0
75,91,50,17,64,0
53,6,65,60,69,0
2,86,14,3,6,0
42,73,71,54,76,1
39,36,8,47,78,0
74,16,96,30,33,0
39,18,58,94,36,0
5,94,32,42,32,0
88,24,83,66,23,0
9,64,18,1,87,0
63,86,91,18,20,0
30,40,100,48,29,0
67,70,68,62,93,1
59,46,47,28,1,0
73,22,82,73,55,0
86,23,39,46,58,0
45,14,93,46,45,0
61,81,2,96,0,0
100,36,68,83,95,1
7,93,5,7,89,0
82,87,77,30,44,0
29,80,4,12,3,0
31,36,27,0,54,0
49,84,80,57,79,1
28,38,41,14,81,0
99,21,39,27,87,0
82,25,74,93,12,0
86,44,22,36,86,0
76,100,68,11,8,0
0,96,26,18,33,0
91,1,75,30,48,0
38,97,98,26,87,0
72,69,13,44,8,0
67,39,52,20,100,0
73,33,62,36,99,0
33,43,67,13,86,0
69,8,39,71,58,0
54,61,10,64,43,0
7,94,60,50,28,0
78,87,58,55,39,1
98,50,94,91,79,1
85,16,23,63,52,0
66,54,5,25,42,0
80,33,31,8,37,0
24,2,96,70,22,0
39,68,53,23,34,0
3,91,37,28,93,0
31,13,84,55,73,0
96,82,100,36,45,1
99,61,68,84,4,0
73,25,19,83,17,0
80,49,53,19,19,0
52,61,46,52,14,0
55,91,60,7,75,0
52,42,6,52,8,0
25,87,100,76,81,0
77,50,88,64,58,1
34,83,86,15,18,0
100,13,8,89,11,0
63,71,61,95,56,1
20,4,95,97,78,0
32,12,95,90,77,0
36,15,60,88,51,0
53,7,79,54,41,0
14,55,80,20,44,0
4,7,1,81,33,0
55,76,27,68,91,0
10,62,20,68,74,0
88,75,46,4,83,0
59,21,5,86,16,0
14,67,93,56,77,0
71,63,86,9,3,0
73,63,24,20,8,0
32,86,87,66,2,0
50,83,51,29,27,0
7,16,35,60,99,0
92,77,38,79,15,0
34,31,73,78,84,0
87,58,21,19,2,0
79,22,15,93,47,0
33,63,59,26,91,0
95,20,8,29,31,0
58,22,26,100,12,0
5,67,93,27,78,0
83,38,67,13,3,0
49,27,64,44,87,0
83,64,26,10,75,0
79,12,83,90,46,0
94,9,55,86,2,0
33,45,39,36,42,0
93,30,28,13,50,0
33,1,72,59,46,0
80,51,51,17,33,0
16,30,52,44,82,0
78,66,91,97,64,1
74,66,88,48,78,1
7,72,47,41,15,0
5,25,35,11,11,0
98,22,95,35,80,0
19,91,3,95,41,0
31,50,87,50,94,0
20,8,69,100,84,0
12,79,28,71,64,0
46,75,13,100,88,0
28,14,28,1,75,0
64,32,1,43,66,0
90,49,21,72,52,0
69,66,68,96,81,1
20,21,92,26,49,0
38,33,80,84,91,0
83,66,60,35,25,0
57,88,64,84,56,1
8,46,96,71,55,0
57,92,75,75,45,1
95,9,48,43,71,0
39,41,24,31,100,0
41,75,33,71,99,0
9,28,24,47,77,0
83,75,27,37,62,0
40,80,83,66,71,1
28,89,19,73,53,0
0,49,82,27,77,0
73,40,48,63,84,1
27,19,47,17,90,0
14,49,68,86,61,0
97,52,81,39,70,1
61,58,57,3,24,0
68,88,63,47,24,0
64,89,16,5,86,0
11,31,82,67,79,0
28,24,18,66,72,0
97,50,50,60,75,1
71,6,82,49,13,0
56,10,44,76,66,0
81,33,24,69,55,0
94,97,69,58,90,1
29,41,23,81,87,0
65,67,86,65,49,1
10,93,34,98,92,0
26,47,68,42,14,0
89,43,3,93,2,0
12,48,3,62,25,0
33,68,23,0,18,0
39,70,67,21,99,0
3,54,43,42,41,0
94,20,4,23,78,0
88,5,57,92,0,0
80,98,7,58,35,0
68,67,1,26,95,0
85,65,36,48,11,0
75,85,83,32,57,0
76,70,55,61,82,1
6,19,47,79,22,0
13,75,20,63,31,0
56,43,2,47,20,0
65,47,8,52,30,0
69,96,1,29,42,0
38,15,0,34,17,0
60,11,12,100,17,0
13,82,90,45,25,0
76,59,2,76,92,0
100,27,19,72,64,0
78,76,31,51,92,0
36,35,27,67,72,0
36,92,80,81,96,1
72,31,75,92,29,0
84,36,93,2,94,0
42,72,46,24,43,0
96,80,68,73,69,1
14,62,71,76,31,0
8,69,69,65,88,0
42,28,86,33,99,0
78,7,4,92,87,0
37,30,12,51,96,0
31,54,58,68,34,0
29,93,48,73,73,0
10,21,68,67,5,0
29,40,92,69,26,0
83,9,18,89,13,0
12,52,22,31,43,0
29,79,67,33,65,0
94,75,100,91,12,0
66,85,62,79,93,1
60,13,4,72,96,0
38,58,26,22,78,0
55,54,48,85,26,0
48,81,96,9,87,0
10,44,93,22,48,0
25,25,29,47,8,0
0,77,45,97,2,0
68,92,10,12,49,0
88,48,89,83,83,1
94,80,0,70,79,0
67,91,27,83,51,0
27,4,19,90,79,0
42,65,45,75,25,0
77,43,41,75,92,1
55,51,86,61,44,1
82,56,53,58,28,0
56,79,93,34,9,0
74,58,39,35,75,0
46,25,57,97,10,0
26,52,92,29,50,0
13,17,90,91,45,0
41,1,65,42,44,0
52,20,22,56,23,0
67,41,63,88,100,1
33,8,94,32,6,0
84,50,21,40,71,0
71,1,66,54,12,0
7,27,21,1,85,0
35,39,88,16,12,0
0,84,46,14,93,0
62,23,81,89,59,0
12,3,25,47,29,0
76,2,94,92,66,0
20,60,20,6,7,0
30,46,39,88,58,0
43,14,98,95,69,0
23,19,63,91,30,0
98,44,69,59,96,1
3,86,81,80,31,0
77,77,98,20,84,0
67,10,5,11,18,0
98,89,79,63,41,1
6,31,81,77,2,0
60,25,61,91,9,0
54,84,51,86,75,1
79,87,67,41,59,1
78,58,5,38,99,0
37,41,76,89,27,0
88,72,25,35,97,0
38,74,5,10,34,0
66,9,11,73,14,0
65,8,69,17,1,0
74,7,90,24,100,0
16,73,97,41,51,0
79,6,33,45,74,0
31,30,32,43,69,0
24,4,11,95,78,0
22,79,50,72,5,0
48,16,55,53,32,0
12,4,96,21,35,0
75,43,98,1,40,0
37,17,47,24,72,0
43,99,71,32,2,0
85,93,83,68,73,1
37,100,10,33,0,0
25,96,5,70,96,0
64,44,28,75,46,0
14,13,41,5,80,0
0,9,20,90,19,0
24,61,67,72,35,0
53,66,10,43,13,0
33,19,99,25,21,0
70,73,66,48,57,1
57,21,63,43,87,0
73,1,94,96,18,0
3,72,64,45,83,0
16,10,74,98,89,0
73,35,23,9,55,0
64,39,80,0,48,0
44,24,70,64,8,0
38,99,10,32,75,0
62,27,38,20,41,0
71,52,5,83,5,0
24,84,43,79,17,0
91,13,75,89,64,0
67,21,48,89,37,0
4,13,72,65,67,0
39,31,4,11,79,0
51,97,88,35,21,0
22,36,4,76,47,0
79,83,96,28,31,0
14,19,42,19,95,0
25,71,15,65,33,0
52,45,32,21,75,0
20,76,24,94,12,0
13,34,98,91,14,0
94,52,76,17,12,0
0,32,8,33,92,0
75,60,0,8,93,0
86,41,66,85,69,1
84,97,42,88,96,1
40,48,63,66,81,1
29,62,44,46,13,0
35,94,13,13,47,0
20,54,56,39,47,0
64,60,30,94,33,0
31,78,83,64,73,0
63,45,52,37,61,1
68,2,75,39,0,0
81,100,27,82,49,0
1,44,63,99,59,0
9,53,20,63,78,0
49,83,46,90,3,0
79,94,55,28,47,0
18,13,28,46,13,0
88,28,31,16,51,0
10,41,23,38,71,0
1,52,49,53,21,0
56,100,6,38,1,0
100,11,39,78,54,0
16,42,99,100,22,0
49,87,21,48,90,0
50,70,63,29,0,0
83,0,64,40,66,0
64,3,45,3,5,0
2,17,17,82,10,0
5,81,31,6,25,0
16,36,86,95,32,0
81,64,14,16,37,0
3,60,34,48,45,0
95,78,83,18,35,0
43,14,93,70,70,0
74,73,88,15,81,0
1,59,96,92,60,0
6,26,63,16,59,0
7,26,13,83,28,0
97,64,68,24,96,0
74,85,15,0,68,0
36,43,24,90,19,0
17,79,15,32,53,0
28,14,54,98,11,0
26,69,89,63,71,0
45,81,1,4,8,0
71,97,58,90,76,1
66,22,79,35,73,0
0,58,88,23,67,0
61,4,11,77,53,0
53,26,91,86,78,0
1,95,74,94,99,0
15,67,28,56,85,0
28,56,65,20,51,0
33,48,27,60,8,0
79,40,42,64,97,1
30,1,44,55,88,0
46,92,3,78,30,0
79,78,94,40,9,0
36,86,50,46,44,1
1,12,65,21,58,0
91,90,12,90,14,0
71,40,51,49,68,1
7,37,58,95,34,0
58,93,85,30,39,0
0,58,91,99,78,0
62,83,93,83,20,0
75,82,25,91,45,0
64,35,91,41,47,0
4,97,37,16,71,0
24,98,36,29,34,0
15,17,14,27,96,0
47,1,25,18,4,0
84,67,75,48,19,0
62,60,91,94,91,1
48,6,65,8,9,0
50,28,86,3,54,0
83,80,79,78,97,1
25,2,56,29,100,0
100,54,44,32,53,0
60,21,10,20,60,0
12,99,13,72,9,0
46,1,7,42,25,0
95,16,25,92,71,0
30,5,68,17,72,0
76,26,52,4,12,0
2,94,41,46,90,0
51,26,4,25,70,0
45,47,95,97,54,1
65,42,54,74,87,1
17,19,84,79,34,0
16,0,68,49,5,0
100,45,80,99,68,1
24,7,12,73,38,0
23,87,29,49,32,0
23,43,33,38,84,0
59,38,47,86,65,1
68,81,26,0,15,0
72,24,46,97,100,0
68,44,19,16,7,0
56,74,55,2,85,0
45,98,3,66,13,0
72,74,59,14,41,0
14,15,22,67,80,0
82,83,74,1,44,0
51,91,86,5,59,0
87,16,41,69,54,0
81,32,77,73,45,0
78,68,11,72,85,0
6,91,63,85,76,0
77,96,80,84,73,1
100,60,74,41,11,0
65,95,22,59,9,0
10,36,75,6,59,0
4,51,76,24,7,0
44,30,88,78,89,0
80,76,26,59,78,0
6,19,90,53,50,0
82,43,11,36,86,0
66,32,89,11,61,0
72,51,34,19,16,0
55,25,95,54,28,0
27,28,91,60,80,0
39,94,67,59,57,1
4,25,76,89,34,0
64,21,21,22,15,0
0,34,31,7,63,0
89,61,8,18,1,0
19,66,16,35,82,0
94,10,19,77,33,0
92,92,18,84,68,0
24,96,6,50,59,0
88,87,79,57,15,0
100,46,34,40,8,0
34,33,51,75,15,0
86,53,9,83,50,0
66,31,23,29,2,0
27,94,7,19,61,0
71,48,37,90,7,0
73,43,44,29,63,0
33,20,81,68,61,0
41,23,9,25,45,0
59,54,86,81,62,1
59,98,31,48,45,0
77,56,57,81,30,0
40,59,57,13,61,0
52,9,46,76,3,0
89,2,8,9,50,0
26,49,91,67,37,0
70,76,27,68,44,0
36,17,61,52,42,0
55,29,2,83,59,0
9,31,22,73,20,0
12,5,70,14,26,0
85,28,81,72,41,0
80,16,38,100,48,0
32,61,34,23,11,0
75,54,37,67,68,1
75,80,89,26,91,0
41,24,20,23,37,0
64,31,76,62,2,0
4,38,45,69,31,0
9,83,92,11,36,0
87,21,79,62,18,0
77,77,82,84,0,0
17,96,89,15,25,0
51,39,38,5,18,0
41,54,79,83,83,1
72,38,55,64,60,1
62,12,30,68,22,0
32,95,38,97,92,0
38,94,51,93,54,1
51,14,13,44,78,0
60,21,89,6,31,0
17,41,45,13,65,0
47,28,2,36,14,0
30,84,34,47,64,0
48,90,51,79,38,1
88,12,0,44,80,0
8,99,82,82,74,0
92,89,91,32,72,0
61,7,81,35,25,0
71,72,95,63,20,0
51,42,30,67,1,0
47,33,76,67,97,0
92,93,49,95,75,1
29,11,30,58,37,0
85,76,54,86,78,1
91,4,77,5,100,0
0,40,75,43,44,0
71,14,80,24,52,0
70,76,37,64,68,1
85,8,43,16,71,0
35,77,87,46,37,0
11,15,43,24,83,0
7,8,39,10,20,0
1,42,64,77,31,0
35,84,80,0,70,0
65,3,73,26,49,0
51,46,80,26,47,0
94,9,72,79,31,0
31,12,28,87,87,0
62,3,17,55,66,0
15,77,66,15,57,0
78,58,50,74,67,1
23,44,21,100,17,0
99,47,66,67,87,1
29,2,18,12,32,0
10,90,9,6,15,0
60,97,20,44,70,0
17,29,33,70,63,0
43,31,64,1,38,0
68,84,32,45,35,0
24,65,43,21,63,0
71,15,20,29,18,0
79,48,96,63,47,1
24,36,93,44,17,0
72,14,73,32,97,0
10,40,90,16,81,0
68,16,75,85,57,0
87,29,17,20,100,0
61,39,18,57,94,0
84,46,68,64,60,1
2,25,92,43,78,0
16,91,6,86,39,0
59,30,46,54,78,0
26,72,10,38,64,0
99,87,5,95,7,0
32,9,28,74,82,0
40,22,63,62,1,0
56,80,66,82,58,1
59,36,23,5,65,0
15,89,21,82,72,0
23,56,70,39,53,0
24,85,65,82,34,0
25,18,71,88,100,0
85,29,36,28,62,0
70,63,62,47,37,1
50,64,77,42,27,0
64,26,84,79,77,0
22,99,51,2,44,0
96,42,88,88,58,1
99,81,45,41,45,1
49,38,58,50,51,1
31,33,94,23,97,0
79,54,6,30,32,0
95,86,43,45,89,1
94,4,21,35,30,0
59,25,2,99,99,0
50,70,87,87,96,1
7,91,82,79,96,0
68,75,13,48,81,0
58,68,37,41,66,1
21,3,35,68,98,0
14,42,43,20,17,0
57,71,21,32,79,0
77,32,82,63,57,0
81,70,15,35,59,0
16,69,79,89,95,0
67,44,8,2,21,0
98,6,80,79,23,0
62,7,86,12,88,0
29,11,36,67,81,0
73,83,62,34,43,0
92,27,30,40,54,0
47,79,4,35,88,0
90,67,67,90,67,1
20,65,41,29,11,0
85,70,76,80,19,0
2,47,98,60,76,0
66,94,58,69,19,0
43,97,100,1,52,0
51,94,39,74,22,0
95,80,96,90,60,1
32,4,21,59,92,0
20,41,84,15,26,0
65,46,79,9,26,0
1,52,35,30,65,0
84,58,12,91,96,0
100,96,12,72,60,0
1,15,6,73,53,0
14,65,36,4,31,0
27,32,32,8,59,0
55,29,36,41,95,0
52,100,45,93,20,0
92,17,43,54,21,0
23,87,31,20,35,0
77,51,9,3,97,0
25,34,98,55,71,0
91,95,30,59,21,0
38,19,38,30,75,0
35,44,74,43,23,0
81,72,89,81,40,1
42,57,19,42,40,0
86,53,38,53,54,1
93,38,50,80,12,0
19,29,79,27,73,0
18,35,65,36,90,0
79,73,25,39,87,0
75,58,69,57,13,0
40,33,89,44,67,0
15,38,91,47,100,0
71,47,8,66,67,0
26,20,37,94,64,0
74,11,0,41,77,0
9,99,2,41,83,0
12,10,2,65,18,0
11,30,28,15,3,0
73,42,34,81,40,0
28,83,46,56,66,0
24,78,81,79,40,0
82,30,48,39,70,0
40,98,11,65,0,0
97,87,54,51,39,1
18,55,12,54,48,0
72,24,25,0,22,0
97,70,16,74,55,0
43,12,95,49,91,0
37,32,36,49,50,0
22,34,23,57,56,0
39,74,90,36,52,1
7,1,31,70,22,0
12,4,56,99,53,0
46,65,69,52,31,0
27,90,39,10,64,0
18,17,10,80,88,0
59,79,7,21,100,0
64,63,78,64,19,0
29,63,55,18,83,0
82,6,44,97,78,0
62,13,65,74,97,0
70,66,8,37,70,0
44,94,88,97,82,1
30,15,11,14,53,0
82,86,67,26,24,0
99,7,44,0,36,0
64,30,83,100,43,0
19,90,6,73,36,0
66,88,21,88,88,0
95,7,15,26,54,0
61,88,41,48,40,1
35,100,48,88,31,0
16,48,84,80,92,0
29,95,34,80,6,0
74,0,8,63,98,0
32,31,72,28,81,0
40,28,19,25,14,0
43,45,10,83,44,0
100,43,35,81,62,0
91,84,97,84,26,0
49,24,4,10,74,0
95,69,51,69,79,1
0,67,23,78,51,0
31,46,94,93,61,0
24,14,74,62,51,0
93,73,80,69,13,0
70,69,57,5,50,0
80,70,70,78,10,0
43,51,3,44,72,0
73,18,96,34,22,0
94,95,58,72,91,1
61,0,16,31,5,0
89,98,70,65,53,1
35,89,83,92,17,0
96,100,12,36,45,0
46,68,50,82,99,1
81,99,3,13,48,0
13,56,14,94,92,0
42,67,0,57,37,0
0,5,32,37,53,0
68,46,81,97,59,1
48,72,43,92,15,0
60,29,6,84,96,0
6,27,100,4,4,0
85,3,95,5,82,0
10,6,80,20,34,0
16,95,89,31,28,0
52,97,50,59,12,0
65,95,31,88,2,0
15,53,15,16,35,0
77,91,92,39,33,0
91,20,56,13,40,0
64,15,82,78,89,0
8,82,10,84,74,0
25,40,1,68,77,0
89,86,23,26,77,0
35,45,66,27,6,0
58,93,81,78,59,1
34,76,39,30,47,0
70,72,49,10,10,0
83,58,78,84,41,1
29,64,67,76,18,0
17,58,64,28,6,0
3,33,8,91,15,0
56,65,33,2,65,0
18,6,78,38,63,0
90,53,80,77,30,0
68,39,19,87,100,0
1,7,6,20,85,0
98,30,38,89,70,0
23,82,62,16,89,0
56,77,100,93,100,1
27,80,18,75,56,0
40,44,86,95,52,1
88,1,11,33,19,0
56,69,0,97,62,0
48,94,78,26,95,0
73,5,95,15,21,0
66,88,21,16,34,0
68,14,0,94,86,0
41,73,45,25,18,0
36,71,1,43,46,0
23,69,90,86,37,0
29,59,41,89,7,0
86,47,35,47,75,0
8,100,4,75,95,0
62,41,4,44,10,0
52,0,8,68,42,0
83,54,99,57,27,0
80,93,40,77,31,0
58,100,0,58,80,0
17,17,71,9,4,0
98,22,30,59,68,0
67,54,18,31,35,0
93,87,46,46,23,0
4,0,25,78,97,0
24,80,56,75,10,0
31,100,80,17,37,0
6,7,97,32,16,0
81,41,90,41,84,1
24,2,96,72,82,0
28,5,85,55,6,0
33,78,62,67,62,0
53,56,47,51,16,0
0,76,5,58,14,0
62,63,65,11,84,0
67,84,51,32,85,0
84,54,94,31,95,0
60,87,34,43,32,0
86,77,96,59,81,1
84,13,96,89,25,0
35,46,59,62,51,0
77,92,47,28,79,0
8,58,77,48,98,0
59,22,52,78,30,0
21,66,33,90,80,0
61,84,34,38,39,0
78,98,21,85,43,0
26,33,11,20,36,0
65,69,99,49,90,1
22,22,47,4,4,0
89,22,59,41,19,0
15,26,58,92,28,0
4,98,27,77,66,0
87,92,11,86,51,0
63,25,81,52,80,0
80,96,54,45,82,1
60,16,86,21,26,0
5,1,4,95,93,0
21,75,80,73,10,0
56,73,85,99,45,1
33,74,49,74,36,0
41,4,57,72,89,0
32,90,72,7,56,0
91,13,38,8,79,0
71,83,34,39,29,0
100,9,81,42,58,0
50,57,88,57,31,0
39,49,82,79,57,1
80,66,79,99,58,1
86,44,12,67,41,0
78,73,85,73,76,1
84,54,70,68,23,0
45,88,68,27,79,0
73,83,97,38,42,1
40,66,57,81,42,1
64,92,53,73,82,1
10,77,57,20,30,0
77,22,0,4,75,0
41,18,71,62,49,0
28,28,83,1,59,0
86,67,46,13,68,0
82,76,41,29,15,0
67,79,69,2,82,0
97,96,6,37,85,0
82,39,92,46,98,1
71,32,92,79,33,0
17,4,63,39,23,0
13,23,37,24,93,0
75,6,11,13,73,0
64,72,38,96,2,0
55,37,97,92,13,0
28,73,93,30,5,0
50,83,93,86,66,1
3,53,17,64,86,0
56,81,24,19,28,0
4,84,63,5,57,0
74,71,47,49,21,0
42,62,69,69,76,1
28,47,53,98,57,0
26,12,37,73,94,0
64,27,81,17,23,0
3,25,15,88,15,0
30,24,65,73,20,0
53,72,43,67,19,0
11,28,84,22,83,0
7,95,4,68,72,0
60,23,28,51,95,0
10,52,77,64,25,0
95,59,1,36,97,0
68,19,18,18,19,0
52,18,84,85,62,0
90,19,89,11,43,0
21,97,16,68,93,0
63,99,89,18,97,0
3,81,1,55,73,0
14,25,20,63,91,0
87,80,38,66,86,1
20,71,92,19,43,0
60,48,88,93,80,1
93,77,13,61,57,0
50,85,35,44,28,0
5,41,70,56,3,0
99,16,29,24,4,0
23,74,27,31,60,0
64,18,90,69,32,0
69,88,52,52,73,1
3,54,74,3,8,0
65,91,43,0,6,0
83,23,39,44,24,0
46,91,75,34,36,0
94,12,42,13,12,0
52,49,53,78,43,1
17,31,27,5,81,0
36,43,15,98,97,0
78,65,92,5,7,0
43,43,80,65,59,1
